codeset_id,concept_id,code,codeSystem,isExcluded,includeDescendants,includeMapped,item_id,annotation,created_by,created_at
722917856,,10674711000119105,SNOMEDCT,False,True,False,78a84658-7560-43d5-8a23-3299b5f11b41,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10674991000119104,SNOMEDCT,False,True,False,d903d87c-ef99-43be-ac73-9a37b25cf257,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675391000119101,SNOMEDCT,False,True,False,48197bff-cef4-4ad8-99e2-219f79d7344e,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675431000119106,SNOMEDCT,False,True,False,ca3a9f4b-1e2f-4ff1-8e44-41a27d72904d,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675471000119109,SNOMEDCT,False,True,False,cb0cdf47-2de4-4ef4-8bb3-4ebf80236c04,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675551000119104,SNOMEDCT,False,True,False,0715499e-a9cb-4383-b7f1-4d8593462a5c,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675591000119109,SNOMEDCT,False,True,False,02c72433-abf8-461b-98e1-cb78c3a70a82,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675631000119109,SNOMEDCT,False,True,False,1fd02bad-0b0c-4121-bd8b-06345f46cda6,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675671000119107,SNOMEDCT,False,True,False,78c7954a-4bdf-4bd6-bbe1-7382909e6ddc,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675711000119106,SNOMEDCT,False,True,False,38445698-4d8d-46ae-93a7-d7f99695bfd7,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675751000119107,SNOMEDCT,False,True,False,ec2f82f2-6a2c-4f53-9d17-da525b2fe4be,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675871000119106,SNOMEDCT,False,True,False,8c999726-de0d-4249-9128-758bc276ab68,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675911000119109,SNOMEDCT,False,True,False,f8109022-cba4-4687-880f-c150cdd426e3,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10675991000119100,SNOMEDCT,False,True,False,5c41e5e3-eb43-470d-9ea3-11026cc484fd,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10676031000119106,SNOMEDCT,False,True,False,ab88aa0c-f74b-462c-b797-9a778ab5d50e,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
722917856,,10676071000119109,SNOMEDCT,False,True,False,541a2494-4ecf-47da-8100-6fe7d4e680b1,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-13T18:53:35.582Z
