codeset_id
129721000119106
140031000119103
145681000119101
14669001
200118004
236428007
236429004
236432001
307309005
36225005
423533009
429224003
429489008
430535006
722095005
722096006
722278006
N17.0
N17.1
N17.2
N17.8
N17.9
O90.4
J80
J95.1
J95.2
J95.3
J95.821
J95.822
J96.00
J96.01
J96.02
J96.20
J96.21
J96.22
J96.90
J96.91
J96.92
R06.03
R09.2
271825005
373895009
87317003
I26.01
I26.02
I26.09
I26.90
I26.92
I26.93
I26.94
I26.99
O88.012
O88.013
O88.019
O88.02
O88.03
O88.212
O88.213
O88.219
O88.22
O88.23
O88.312
O88.313
O88.319
O88.32
O88.33
O88.812
O88.813
O88.819
O88.82
O88.83
T80.0XXA
1001000119102
10754331000119108
10759311000119104
10760081000119108
10760131000119108
10835781000119105
15400003
17263003
194883006
195317001
200284000
200286003
200288002
200290001
200291002
200294005
200296007
200297003
200299000
200301007
200303005
200304004
200308001
200310004
200311000
212372004
213304008
213305009
213306005
213309003
2261009
230220006
233935004
233936003
233937007
233938002
233939005
233972005
233975007
237342006
23819000
242001005
266263009
267284008
269451001
271376002
274101000
276500007
280964006
297138001
304090004
371039008
371041009
413758000
414086009
429098002
439162001
441557008
444549009
444816006
50817002
51677000
56238008
56384000
59282003
60989005
702385003
703636009
70629007
706870000
707414004
713078005
73990001
74315008
75543006
80758005
M30.0
M30.1
M30.2
M30.3
M30.8
M31.0
M31.10
M31.11
M31.19
M31.2
M31.30
M31.31
M31.4
M31.5
M31.6
M31.7
M31.8
M31.9
M32.0
M32.10
M32.11
M32.12
M32.13
M32.14
M32.15
M32.19
M32.8
M32.9
M33.00
M33.01
M33.02
M33.03
M33.09
M33.10
M33.11
M33.12
M33.13
M33.19
M33.20
M33.21
M33.22
M33.29
M33.90
M33.91
M33.92
M33.93
M33.99
M34.0
M34.1
M34.2
M34.81
M34.82
M34.83
M34.89
M34.9
M35.00
M35.01
M35.02
M35.03
M35.04
M35.05
M35.06
M35.07
M35.08
M35.09
M35.0A
M35.0B
M35.0C
M35.1
M35.2
M35.3
M35.4
M35.5
M35.6
M35.7
M35.81
M35.89
M35.9
M36.0
M36.1
M36.2
M36.3
M36.4
M36.8
10743271000119103
109250009
11013005
111196000
123777002
126766000
128460000
128461001
15084002
182961000119101
191306005
193497004
196133001
196137000
196138005
200907003
200936003
200937007
200938002
200939005
200940007
200941006
200942004
201436003
201443009
201764007
201766009
201767000
201768005
201769002
201770001
201771002
201772009
201773004
201774005
201775006
201776007
201777003
201778008
201779000
201780002
201781003
201783000
201784006
201785007
201791009
22888007
230734005
235728001
236502006
236503001
237652003
238926009
238927000
238928005
238930007
238937005
238938000
238939008
238940005
238942002
238943007
239791005
239792003
239886003
239887007
239888002
239889005
239890001
239891002
239892009
239894005
239895006
239897003
239912009
239915006
239943002
239946005
267800008
26843008
2701000124105
287006005
287007001
287008006
28880005
292991000119106
295101000119105
295111000119108
295121000119101
298285004
299276009
308143008
309762007
314757003
31848007
34250006
35154004
361212009
362992004
36402006
36739006
397856003
398049005
398640008
399923009
400054000
402433007
402435000
402436004
402437008
402438003
402439006
402440008
402441007
402442000
402444004
402445003
402446002
402712002
402717008
402718003
402856005
402865003
403486000
403487009
403488004
403489007
403490003
403491004
403492006
403493001
403494007
403495008
403496009
403497000
403498005
403499002
403500006
403501005
403502003
403513000
403629000
403630005
403631009
403633007
414061000
427213005
427770001
429192004
432451000124103
441079006
443872005
443899007
444133002
445187004
446682003
448542008
452281000124106
46459009
4676006
49420001
52042003
52661003
54072008
54912002
55464009
56989000
57160007
608874000
609329007
61458006
62382002
65172003
68815009
698694005
69896004
700269001
700334001
702575003
707301001
707443007
707986004
711164003
711526005
7119001
713225000
715840006
715863001
718175009
718471008
721093000
721196005
72161000119100
722872000
722991004
723004005
723022008
72986009
73286009
76092003
76521009
77090002
77753005
78946008
79291003
79468000
80258006
81285006
82275008
83901003
83942000
85828009
86081009
86142006
86219005
89155008
89681000119101
91623008
95329006
95330001
95332009
95643007
95644001
D65
D68.8
D68.9
O45.002
O45.003
O45.009
O45.012
O45.013
O45.019
O45.022
O45.023
O45.029
O45.092
O45.093
O45.099
O46.002
O46.003
O46.009
O46.012
O46.013
O46.019
O46.022
O46.023
O46.029
O46.092
O46.093
O46.099
O67.0
O72.3
39191000119103
67406007
O15.00
O15.02
O15.03
O15.1
O15.2
O15.9
10752641000119102
15938005
198990007
198991006
198992004
198993009
237283007
303063000
69909000
