codeset_id,concept_set_name,concept_set_version_title,project,source_application,source_application_version,created_at,atlas_json,is_most_recent_version,version,comments,intention,limitations,issues,update_message,status,has_review,reviewed_by,created_by,provenance,atlas_json_resource_url,parent_version_id,is_draft,enclave_codeset_id,enclave_codeset_id_updated_at
1000000356,[VSAC] COVID19 ICD10CM Value Set for Down's Syndrome,[VSAC] COVID19 ICD10CM Value Set for Down's Syndrome (v1),RP-4A9E27,EXTERNAL VSAC,,2022-03-28T14:31:44.212Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: This set of values contains terms related to Down's syndrome (Trisomy 21) and is listed as a neurologic disorder on the CDC SARS-CoV-2 hospitalization surveillance case report form.; Data Element Scope: ; Inclusion Criteria: Includes Down's syndrome (Trisomy 21).,Exclusion Criteria: ,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: Clinical Architecture; OID: 2.16.840.1.113883.3.3616.200.110.102.3085; bids_id: 1000000356; Code System(s): ICD10CM; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-03-28 10:31:44,,,True,,
1000000357,[VSAC] Rheumatoid Arthritis,[VSAC] Rheumatoid Arthritis (v1),RP-4A9E27,EXTERNAL VSAC,,2022-03-28T14:31:44.213Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  rheumatoid arthritis.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of rheumatoid arthritis and Felty's syndrome, including comorbidities occurring with rheumatoid arthritis such as rheumatoid polyneuropathy, rheumatoid myopathy, rheumatoid heart disease, rheumatoid vasculitis, and rheumatoid lung disease.","Exclusion Criteria: Excludes concepts that represent a diagnosis of juvenile chronic polyarthritis, chronic post rheumatic arthropathy, or inflammatory polyarthropathy.",,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.113.11.1081; bids_id: 1000000357; Code System(s): SNOMEDCT; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-03-28 10:31:44,,,True,,
1000000165,[VSAC] Autoimmune Disease,[VSAC] Autoimmune Disease (v1),RP-4A9E27,EXTERNAL VSAC,,2022-03-28T14:31:44.213Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to identify diagnoses of autoimmune disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an autoimmune disease.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.310; bids_id: 1000000165; Code System(s): SNOMEDCT; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-03-28 10:31:44,,,True,,
1000000358,[VSAC] Metastatic Cancer,[VSAC] Metastatic Cancer (v1),RP-4A9E27,EXTERNAL VSAC,,2022-03-28T14:31:44.213Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: This value set contains concepts related to advanced cancer stages and metastatic cancer.; Data Element Scope: This value set would use the QDM category of Diagnosis.; Inclusion Criteria: Concepts related to metastatic cancer.,Exclusion Criteria: ,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: Oncology Nursing Society; OID: 2.16.840.1.113883.3.7643.2.1048; bids_id: 1000000358; Code System(s): SNOMEDCT; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-03-28 10:31:44,,,True,,
