source_id_field,oid,ccsr_code,internal_id,internal_source,cset_source,grouped_by_bids,concept_id
oid,2.16.840.1.113883.3.526.3.403,,1000000158,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113883.3.464.1003.102.12.1007,,1000000159,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113883.3.464.1003.103.12.1001,,1000000160,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.321,,1000000161,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.322,,1000000162,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.356,,1000000163,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.309,,1000000164,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.310,,1000000165,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.347,,1000000166,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.342,,1000000167,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.223,,1000000168,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.224,,1000000169,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.214,,1000000170,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.215,,1000000171,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.351,,1000000172,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113883.3.526.3.366,,1000000173,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113883.3.526.3.412,,1000000174,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113883.3.526.3.371,,1000000175,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113883.3.3566.3.1002,,1000000176,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1178.68,,1000000177,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113883.3.526.3.370,,1000000178,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1178.6,,1000000179,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113883.3.464.1003.105.12.1203,,1000000180,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.307,,1000000181,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.63,,1000000182,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.17,,1000000183,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.18,,1000000184,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.24,,1000000185,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.48,,1000000186,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.84,,1000000187,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.35,,1000000188,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.81,,1000000189,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.75,,1000000190,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.26,,1000000191,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.42,,1000000192,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.78,,1000000193,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.67,,1000000194,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.32,,1000000195,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.7,,1000000196,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.20,,1000000197,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.44,,1000000198,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.52,,1000000199,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.97,,1000000200,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.56,,1000000201,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.39,,1000000202,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.94,,1000000203,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1196.789,,1000000204,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.87,,1000000205,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.27,,1000000206,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.59,,1000000207,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.90,,1000000208,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.68,,1000000209,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.31,,1000000210,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.11,,1000000211,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.21,,1000000212,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.45,,1000000213,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.53,,1000000214,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.98,,1000000215,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.57,,1000000216,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.38,,1000000217,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.95,,1000000218,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1196.790,,1000000219,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.92,,1000000220,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.28,,1000000221,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.60,,1000000222,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.91,,1000000223,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.65,,1000000224,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.30,,1000000225,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.16,,1000000226,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.50,,1000000227,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.100,,1000000228,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.55,,1000000229,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.37,,1000000230,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.89,,1000000231,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.71,,1000000232,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.86,,1000000233,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1247.70,,1000000234,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1196.788,,1000000235,https://docs.google.com/spreadsheets/d/1jzGrVELQz5L4B_-DqPflPIcpBaTfJOUTrVJT5nS_j18/edit#gid=612526229,VSAC,,
oid,2.16.840.1.113762.1.4.1029.367,,1000000236,input/oids.txt,VSAC,,
cssr_code,,RSP016,1000000237,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,GEN001,1000000238,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,RSP016,1000000239,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,DIG019,1000000240,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,BLD007,1000000241,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,BLD008,1000000242,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,END003,1000000243,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,END002,1000000244,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,MBD001,1000000245,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,MBD004,1000000246,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,MBD002,1000000247,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,MBD003,1000000248,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,MBD024,1000000249,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,MBD008,1000000250,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,CIR009,1000000251,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,CIR010,1000000252,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,CIR026,1000000253,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,RSP008,1000000254,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,DIG005,1000000255,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,DIG011,1000000256,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,DIG018,1000000257,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,GEN010,1000000258,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,GEN006,1000000259,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
cssr_code,,GEN002,1000000260,https://docs.google.com/spreadsheets/d/1cbHB9AZLpirOz4_N7SrsnDLomg1I6VgbPFp8rzGnpzc/edit#gid=510825150,HCUP,,
oid,2.16.840.1.113883.3.666.5.1671,,1000000261,,VSAC,,
oid,2.16.840.1.113883.3.526.2.185,,1000000262,,VSAC,,
oid,2.16.840.1.113883.3.526.2.25,,1000000263,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.22,,1000000264,,VSAC,,
oid,2.16.840.1.113883.3.600.2387,,1000000265,,VSAC,,
oid,2.16.840.1.113883.17.4077.2.1057,,1000000266,,VSAC,,
oid,2.16.840.1.113762.1.4.1234.11,,1000000267,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.120.11.1005,,1000000268,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.103.11.1027,,1000000269,,VSAC,,
oid,2.16.840.1.113883.17.4077.2.1027,,1000000270,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.93,,1000000271,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.33,,1000000272,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.238,,1000000273,,VSAC,,
oid,2.16.840.1.113883.3.117.1.7.1.246,,1000000274,,VSAC,,
oid,2.16.840.1.113883.17.4077.2.1043,,1000000275,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.82,,1000000276,,VSAC,,
oid,2.16.840.1.113762.1.4.1222.772,,1000000277,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.29,,1000000278,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.51,,1000000279,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.62,,1000000280,,VSAC,,
oid,2.16.840.1.113883.3.7587.2.1016,,1000000281,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.19,,1000000282,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.66,,1000000283,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.25,,1000000284,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.210,,1000000285,,VSAC,,
oid,2.16.840.1.113762.1.4.1178.5,,1000000286,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.313,,1000000287,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.103.11.1003,,1000000288,,VSAC,,
oid,2.16.840.1.113762.1.4.1032.220,,1000000289,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.102.11.1004,,1000000290,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.280,,1000000291,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.88,,1000000292,,VSAC,,
oid,2.16.840.1.113883.3.526.2.1068,,1000000293,,VSAC,,
oid,2.16.840.1.113762.1.4.1178.67,,1000000294,,VSAC,,
oid,2.16.840.1.113883.3.526.2.532,,1000000295,,VSAC,,
oid,2.16.840.1.113762.1.4.1110.57,,1000000296,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.14,,1000000297,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.103.11.1030,,1000000298,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.109.11.1024,,1000000299,,VSAC,,
oid,2.16.840.1.113883.3.666.5.2342,,1000000300,,VSAC,,
oid,2.16.840.1.113883.3.117.1.7.1.252,,1000000301,,VSAC,,
oid,2.16.840.1.113883.3.526.2.168,,1000000302,,VSAC,,
oid,2.16.840.1.113762.1.4.1034.100,,1000000303,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.73,,1000000304,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.316,,1000000305,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.58,,1000000306,,VSAC,,
oid,2.16.840.1.113762.1.4.1222.157,,1000000307,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.340,,1000000308,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.72,,1000000309,,VSAC,,
oid,2.16.840.1.113762.1.4.1222.41,,1000000310,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.199.11.1065,,1000000311,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.5,,1000000312,,VSAC,,
oid,2.16.840.1.113883.3.526.2.186,,1000000313,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.246,,1000000314,,VSAC,,
oid,2.16.840.1.113883.3.666.5.2137,,1000000315,,VSAC,,
oid,2.16.840.1.113883.3.526.2.58,,1000000316,,VSAC,,
oid,2.16.840.1.113762.1.4.1034.2,,1000000317,,VSAC,,
oid,2.16.840.1.113883.3.526.2.408,,1000000318,,VSAC,,
oid,2.16.840.1.113883.3.666.5.482,,1000000319,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.331,,1000000320,,VSAC,,
oid,2.16.840.1.113883.3.666.5.3024,,1000000321,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.41,,1000000322,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.102.11.1019,,1000000323,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.46,,1000000324,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.102.11.1066,,1000000325,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.132,,1000000326,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.36,,1000000327,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.106.11.1001,,1000000328,,VSAC,,
oid,2.16.840.1.113762.1.4.1222.37,,1000000329,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.76,,1000000330,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.105.11.1207,,1000000331,,VSAC,,
oid,2.16.840.1.113762.1.4.1196.459,,1000000332,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.43,,1000000333,,VSAC,,
oid,2.16.840.1.113883.3.464.1003.1042,,1000000334,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.99,,1000000335,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.4,,1000000336,,VSAC,,
oid,2.16.840.1.113762.1.4.1222.1126,,1000000337,,VSAC,,
oid,2.16.840.1.113883.3.526.2.1079,,1000000338,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.34,,1000000339,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.96,,1000000340,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.1,,1000000341,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.54,,1000000342,,VSAC,,
oid,2.16.840.1.113762.1.4.1110.60,,1000000343,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.49,,1000000344,,VSAC,,
oid,2.16.840.1.113883.3.526.2.120,,1000000345,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.69,,1000000346,,VSAC,,
oid,2.16.840.1.113762.1.4.1247.79,,1000000347,,VSAC,,
oid,2.16.840.1.113883.3.666.5.2131,,1000000348,,VSAC,,
oid,2.16.840.1.113762.1.4.1029.285,,1000000349,,VSAC,,
