codeset_id,concept_id,code,codeSystem,isExcluded,includeDescendants,includeMapped,item_id,annotation,created_by,created_at
1000000356,,Q90,ICD10CM,False,True,False,2758e479-c0c1-4f83-aaa6-243357e3e953,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-30T14:00:42.370Z
1000000356,,Q90.0,ICD10CM,False,True,False,a188707f-79b2-4183-8a49-ee11f2ee0f63,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-30T14:00:42.370Z
1000000356,,Q90.1,ICD10CM,False,True,False,5d47747d-ddd6-4881-be06-c7c4f5e4e1e4,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-30T14:00:42.370Z
1000000356,,Q90.2,ICD10CM,False,True,False,05a74291-a4d3-43d3-8d78-6dd69079217f,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-30T14:00:42.370Z
1000000356,,Q90.9,ICD10CM,False,True,False,959671f7-163e-421e-807b-1be076b2c441,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-30T14:00:42.370Z
1000000357,,10713006,SNOMEDCT,False,True,False,3c04fbe9-87d8-475a-865e-79907103eab3,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-30T14:00:42.370Z
1000000357,,1073601000119101,SNOMEDCT,False,True,False,c32921d5-09c9-458d-856d-750e4a8884ca,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-30T14:00:42.370Z
1000000357,,1073611000119103,SNOMEDCT,False,True,False,258bc163-92d7-4e81-82f2-6d3c424007b2,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-30T14:00:42.370Z
1000000357,,1073681000119109,SNOMEDCT,False,True,False,02d505d3-ff8f-4096-a88a-70804d6749c2,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-30T14:00:42.370Z
1000000357,,1073691000119107,SNOMEDCT,False,True,False,0c4a47f0-abd5-4456-b38f-120a1dd8f006,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-30T14:00:42.370Z
