codeset_id,concept_id,code,codeSystem,isExcluded,includeDescendants,includeMapped,item_id,annotation,created_by,created_at
1000000239,,A06.5,ICD10CM,False,True,False,d909737d-cbc6-41cb-8169-99697e4a9e77,Curated HCUP CCSR value set.,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-28T21:18:46.528Z
1000000238,,A36.84,ICD10CM,False,True,False,7f2290b2-4b27-420e-8691-b4e4b63f03eb,Curated HCUP CCSR value set.,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-28T21:18:46.528Z
1000000239,,B40.0,ICD10CM,False,True,False,bbd6c940-c55c-433d-b947-fabde5bcfe28,Curated HCUP CCSR value set.,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-28T21:18:46.528Z
1000000239,,B40.1,ICD10CM,False,True,False,fbd06b74-c76c-47eb-92db-168b25c04616,Curated HCUP CCSR value set.,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-28T21:18:46.528Z
1000000239,,B40.2,ICD10CM,False,True,False,7e3f8b7d-e4e0-40b8-a6ec-e20a6f214016,Curated HCUP CCSR value set.,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-28T21:18:46.529Z
1000000239,,B41.0,ICD10CM,False,True,False,960f4ad9-ee1d-4a5d-a898-9bf5e87f2c17,Curated HCUP CCSR value set.,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-28T21:18:46.529Z
1000000239,,B42.0,ICD10CM,False,True,False,5fdd5eaf-90ca-435a-a799-90581bdcf179,Curated HCUP CCSR value set.,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-28T21:18:46.529Z
1000000239,,B44.0,ICD10CM,False,True,False,609e686a-4d64-42f4-a2fe-7a201f6714ed,Curated HCUP CCSR value set.,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-28T21:18:46.529Z
1000000239,,B44.1,ICD10CM,False,True,False,34367601-f4a0-49f9-b239-b650431896d0,Curated HCUP CCSR value set.,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-28T21:18:46.529Z
1000000239,,B45.0,ICD10CM,False,True,False,b3227a65-0408-43f5-8671-f23ebd602617,Curated HCUP CCSR value set.,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-28T21:18:46.530Z
