codeset_id,concept_id,code,codeSystem,isExcluded,includeDescendants,includeMapped,item_id,annotation,created_by,created_at
438074874,,10273003,SNOMEDCT,False,True,False,d5e91bc6-9ab9-4939-94c0-3f21b3f760b5,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.902Z
438074874,,15712841000119100,SNOMEDCT,False,True,False,d1078af2-a571-44ce-b3b4-aa35f1193004,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,15712881000119105,SNOMEDCT,False,True,False,e711511b-181d-41ca-be73-bc42732e4cfe,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,15712921000119103,SNOMEDCT,False,True,False,a70bc384-6125-45f2-bb0d-36a24e5e4d1a,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,15712961000119108,SNOMEDCT,False,True,False,22947f82-cd4a-4c93-ab21-433de199653b,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,15713041000119103,SNOMEDCT,False,True,False,424d6db7-3a8c-4974-8b8c-e7c7653a5e40,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,15713081000119108,SNOMEDCT,False,True,False,4867ba0c-730e-41e8-9bfb-1ed63c57b559,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,15713121000119105,SNOMEDCT,False,True,False,6ef9753c-f723-472f-a222-c6697abd14b0,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,15713161000119100,SNOMEDCT,False,True,False,d2afa8ca-d7bc-4a30-8d2a-1848993a8997,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,15713201000119105,SNOMEDCT,False,True,False,075aeb7b-3c11-40a0-a1d9-cf71473b93d3,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,15990001,SNOMEDCT,False,True,False,03938a88-325e-4c52-96e6-147ad06a53bb,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,17531000119105,SNOMEDCT,False,True,False,6cf019c0-ec19-4e3c-8be1-cde488a26a56,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,194809007,SNOMEDCT,False,True,False,47f4eac7-5593-4828-a2ac-6ccff5460381,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,194856005,SNOMEDCT,False,True,False,94510608-7e86-413d-b21e-5bec6d28f3ae,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,194857001,SNOMEDCT,False,True,False,92656864-0238-47e1-a6ef-e0dad935a7ee,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,194858006,SNOMEDCT,False,True,False,fbd2aecc-0a82-46dc-998a-786d20509be4,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,23311000119105,SNOMEDCT,False,True,False,09127bd2-7f8c-4ef7-98ab-91272abb8b4f,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,233825009,SNOMEDCT,False,True,False,4a88342a-05fe-4ce2-ae2f-136e5d357678,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
438074874,,233826005,SNOMEDCT,False,True,False,7e37693a-d62b-4cb2-804d-f572b96f9585,Generated from VSAC export,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-01-19T23:09:54.903Z
